"restaurant_name","city","restaurant_type","swiggy_mins","zomato_mins","avg_minutes"
"Restaurant_825","Bangalore","Cafe",43,56,"49.50"
"Restaurant_2372","Jaipur","Cafe",48,51,"49.50"
"Restaurant_68","Mumbai","Cafe",48,51,"49.50"
"Restaurant_1716","Hyderabad","Fine Dine",44,55,"49.50"
"Restaurant_1432","Pune","Fine Dine",45,54,"49.50"
"Restaurant_1985","Kolkata","Fine Dine",51,48,"49.50"
"Restaurant_786","Bangalore","Food Truck",49,50,"49.50"
"Restaurant_430","Mumbai","Qsr (Quick Service)",42,57,"49.50"
"Restaurant_260","Mumbai","Qsr (Quick Service)",50,49,"49.50"
"Restaurant_2193","Ahmedabad","Cloud Kitchen",43,56,"49.50"
"Restaurant_1403","Pune","Cloud Kitchen",45,54,"49.50"
"Restaurant_2196","Ahmedabad","Food Truck",47,52,"49.50"
"Restaurant_717","Bangalore","Qsr (Quick Service)",51,48,"49.50"
"Restaurant_707","Bangalore","Cafe",52,47,"49.50"
"Restaurant_31","Mumbai","Cloud Kitchen",48,51,"49.50"
"Restaurant_481","Bangalore","Casual Dining",53,46,"49.50"
"Restaurant_2297","Jaipur","Fine Dine",50,49,"49.50"
"Restaurant_690","Bangalore","Food Truck",47,52,"49.50"
"Restaurant_1706","Hyderabad","Cafe",46,53,"49.50"
"Restaurant_684","Bangalore","Fine Dine",50,49,"49.50"
"Restaurant_112","Mumbai","Cafe",47,52,"49.50"
"Restaurant_678","Bangalore","Casual Dining",48,51,"49.50"
"Restaurant_508","Bangalore","Cafe",50,49,"49.50"
"Restaurant_1365","Pune","Cafe",44,55,"49.50"
"Restaurant_1361","Pune","Food Truck",48,51,"49.50"
"Restaurant_1261","Pune","Cafe",54,45,"49.50"
"Restaurant_2062","Kolkata","Cafe",44,55,"49.50"
"Restaurant_1280","Pune","Casual Dining",51,48,"49.50"
"Restaurant_1893","Chennai","Casual Dining",41,58,"49.50"
"Restaurant_137","Mumbai","Cloud Kitchen",54,45,"49.50"
"Restaurant_1682","Hyderabad","Cloud Kitchen",47,51,"49.00"
"Restaurant_2228","Ahmedabad","Fine Dine",50,48,"49.00"
"Restaurant_57","Mumbai","Fine Dine",43,55,"49.00"
"Restaurant_531","Bangalore","Qsr (Quick Service)",55,43,"49.00"
"Restaurant_1506","Hyderabad","Qsr (Quick Service)",58,40,"49.00"
"Restaurant_1374","Pune","Cloud Kitchen",44,54,"49.00"
"Restaurant_2213","Ahmedabad","Food Truck",57,41,"49.00"
"Restaurant_2447","Lucknow","Food Truck",48,50,"49.00"
"Restaurant_2115","Kolkata","Casual Dining",46,52,"49.00"
"Restaurant_1629","Hyderabad","Cafe",52,46,"49.00"
"Restaurant_571","Bangalore","Food Truck",48,50,"49.00"
"Restaurant_2113","Kolkata","Cloud Kitchen",50,48,"49.00"
"Restaurant_1103","Delhi","Cloud Kitchen",42,56,"49.00"
"Restaurant_97","Mumbai","Food Truck",53,45,"49.00"
"Restaurant_1564","Hyderabad","Qsr (Quick Service)",43,55,"49.00"
"Restaurant_2194","Ahmedabad","Casual Dining",48,50,"49.00"
"Restaurant_2491","Lucknow","Cloud Kitchen",52,46,"49.00"
"Restaurant_89","Mumbai","Cafe",50,48,"49.00"
"Restaurant_2175","Ahmedabad","Casual Dining",50,48,"49.00"
"Restaurant_1174","Delhi","Casual Dining",53,45,"49.00"
"Restaurant_2458","Lucknow","Fine Dine",49,49,"49.00"
"Restaurant_1438","Pune","Food Truck",52,46,"49.00"
"Restaurant_468","Bangalore","Qsr (Quick Service)",44,54,"49.00"
"Restaurant_2338","Jaipur","Food Truck",47,51,"49.00"
"Restaurant_1047","Delhi","Cloud Kitchen",49,49,"49.00"
"Restaurant_2002","Kolkata","Qsr (Quick Service)",48,50,"49.00"
"Restaurant_232","Mumbai","Casual Dining",47,51,"49.00"
"Restaurant_2123","Ahmedabad","Fine Dine",49,49,"49.00"
"Restaurant_1085","Delhi","Cafe",56,42,"49.00"
"Restaurant_2138","Ahmedabad","Casual Dining",53,45,"49.00"
"Restaurant_610","Bangalore","Cafe",52,46,"49.00"
"Restaurant_1490","Pune","Casual Dining",41,57,"49.00"
"Restaurant_259","Mumbai","Cafe",50,48,"49.00"
"Restaurant_2289","Jaipur","Casual Dining",50,48,"49.00"
"Restaurant_1570","Hyderabad","Cloud Kitchen",50,48,"49.00"
"Restaurant_59","Mumbai","Casual Dining",48,50,"49.00"
"Restaurant_1713","Hyderabad","Fine Dine",44,54,"49.00"
"Restaurant_602","Bangalore","Food Truck",46,52,"49.00"
"Restaurant_1712","Hyderabad","Fine Dine",51,46,"48.50"
"Restaurant_1807","Chennai","Cloud Kitchen",46,51,"48.50"
"Restaurant_2288","Jaipur","Fine Dine",45,52,"48.50"
"Restaurant_1413","Pune","Food Truck",47,50,"48.50"
"Restaurant_737","Bangalore","Qsr (Quick Service)",44,53,"48.50"
"Restaurant_1781","Chennai","Casual Dining",51,46,"48.50"
"Restaurant_2474","Lucknow","Food Truck",48,49,"48.50"
"Restaurant_101","Mumbai","Cloud Kitchen",48,49,"48.50"
"Restaurant_1832","Chennai","Cafe",53,44,"48.50"
"Restaurant_1500","Pune","Cloud Kitchen",49,48,"48.50"
"Restaurant_266","Mumbai","Cloud Kitchen",46,51,"48.50"
"Restaurant_695","Bangalore","Food Truck",45,52,"48.50"
"Restaurant_488","Bangalore","Cafe",49,48,"48.50"
"Restaurant_631","Bangalore","Casual Dining",43,54,"48.50"
"Restaurant_8","Mumbai","Qsr (Quick Service)",47,50,"48.50"
"Restaurant_1681","Hyderabad","Cafe",48,49,"48.50"
"Restaurant_578","Bangalore","Qsr (Quick Service)",53,44,"48.50"
"Restaurant_1327","Pune","Casual Dining",46,51,"48.50"
"Restaurant_584","Bangalore","Cafe",49,48,"48.50"
"Restaurant_1534","Hyderabad","Fine Dine",50,47,"48.50"
"Restaurant_2056","Kolkata","Food Truck",53,44,"48.50"
"Restaurant_2262","Ahmedabad","Cafe",47,50,"48.50"
"Restaurant_2028","Kolkata","Qsr (Quick Service)",42,55,"48.50"
"Restaurant_1262","Pune","Qsr (Quick Service)",45,52,"48.50"
"Restaurant_1268","Pune","Food Truck",48,49,"48.50"
"Restaurant_2236","Ahmedabad","Fine Dine",49,48,"48.50"
"Restaurant_1272","Pune","Cafe",45,52,"48.50"
"Restaurant_782","Bangalore","Casual Dining",48,49,"48.50"
"Restaurant_332","Mumbai","Cloud Kitchen",48,49,"48.50"
"Restaurant_2380","Jaipur","Food Truck",41,56,"48.50"
"Restaurant_1845","Chennai","Qsr (Quick Service)",44,53,"48.50"
"Restaurant_1865","Chennai","Fine Dine",54,43,"48.50"
"Restaurant_1844","Chennai","Food Truck",49,48,"48.50"
"Restaurant_120","Mumbai","Cloud Kitchen",50,46,"48.00"
"Restaurant_1698","Hyderabad","Fine Dine",46,50,"48.00"
"Restaurant_1544","Hyderabad","Fine Dine",48,48,"48.00"
"Restaurant_36","Mumbai","Casual Dining",50,46,"48.00"
"Restaurant_1236","Delhi","Qsr (Quick Service)",45,51,"48.00"
"Restaurant_1264","Pune","Food Truck",52,44,"48.00"
"Restaurant_1464","Pune","Cloud Kitchen",43,53,"48.00"
"Restaurant_2468","Lucknow","Fine Dine",51,45,"48.00"
"Restaurant_230","Mumbai","Food Truck",45,51,"48.00"
"Restaurant_2101","Kolkata","Casual Dining",48,48,"48.00"
"Restaurant_2044","Kolkata","Cloud Kitchen",50,46,"48.00"
"Restaurant_766","Bangalore","Food Truck",53,43,"48.00"
"Restaurant_96","Mumbai","Qsr (Quick Service)",48,48,"48.00"
"Restaurant_1982","Kolkata","Food Truck",50,46,"48.00"
"Restaurant_1435","Pune","Food Truck",44,52,"48.00"
"Restaurant_2256","Ahmedabad","Qsr (Quick Service)",46,50,"48.00"
"Restaurant_691","Bangalore","Qsr (Quick Service)",43,53,"48.00"
"Restaurant_1635","Hyderabad","Food Truck",49,47,"48.00"
"Restaurant_70","Mumbai","Food Truck",51,45,"48.00"
"Restaurant_177","Mumbai","Food Truck",49,47,"48.00"
"Restaurant_1408","Pune","Fine Dine",57,39,"48.00"
"Restaurant_2197","Ahmedabad","Fine Dine",52,44,"48.00"
"Restaurant_2456","Lucknow","Fine Dine",51,45,"48.00"
"Restaurant_2017","Kolkata","Food Truck",48,48,"48.00"
"Restaurant_1492","Pune","Fine Dine",49,47,"48.00"
"Restaurant_2066","Kolkata","Qsr (Quick Service)",44,52,"48.00"
"Restaurant_2099","Kolkata","Food Truck",41,55,"48.00"
"Restaurant_1376","Pune","Cafe",46,50,"48.00"
"Restaurant_225","Mumbai","Cafe",44,52,"48.00"
"Restaurant_1939","Chennai","Food Truck",51,45,"48.00"
"Restaurant_1835","Chennai","Casual Dining",53,43,"48.00"
"Restaurant_399","Mumbai","Casual Dining",44,52,"48.00"
"Restaurant_1458","Pune","Casual Dining",50,46,"48.00"
"Restaurant_641","Bangalore","Qsr (Quick Service)",50,46,"48.00"
"Restaurant_2178","Ahmedabad","Casual Dining",52,44,"48.00"
"Restaurant_2378","Jaipur","Cafe",56,39,"47.50"
"Restaurant_251","Mumbai","Cloud Kitchen",50,45,"47.50"
"Restaurant_2383","Jaipur","Casual Dining",45,50,"47.50"
"Restaurant_1456","Pune","Cafe",48,47,"47.50"
"Restaurant_223","Mumbai","Cloud Kitchen",51,44,"47.50"
"Restaurant_221","Mumbai","Food Truck",49,46,"47.50"
"Restaurant_220","Mumbai","Qsr (Quick Service)",46,49,"47.50"
"Restaurant_419","Mumbai","Food Truck",51,44,"47.50"
"Restaurant_2318","Jaipur","Fine Dine",48,47,"47.50"
"Restaurant_436","Mumbai","Cafe",46,49,"47.50"
"Restaurant_1866","Chennai","Fine Dine",46,49,"47.50"
"Restaurant_1868","Chennai","Cafe",48,47,"47.50"
"Restaurant_485","Bangalore","Cloud Kitchen",42,53,"47.50"
"Restaurant_486","Bangalore","Cafe",50,45,"47.50"
"Restaurant_1053","Delhi","Qsr (Quick Service)",50,45,"47.50"
"Restaurant_1696","Hyderabad","Food Truck",44,51,"47.50"
"Restaurant_1357","Pune","Qsr (Quick Service)",45,50,"47.50"
"Restaurant_2274","Ahmedabad","Casual Dining",49,46,"47.50"
"Restaurant_161","Mumbai","Cloud Kitchen",51,44,"47.50"
"Restaurant_589","Bangalore","Fine Dine",57,38,"47.50"
"Restaurant_1596","Hyderabad","Cloud Kitchen",58,37,"47.50"
"Restaurant_1790","Chennai","Food Truck",46,49,"47.50"
"Restaurant_646","Bangalore","Food Truck",50,45,"47.50"
"Restaurant_1923","Chennai","Cloud Kitchen",47,48,"47.50"
"Restaurant_1263","Pune","Fine Dine",48,47,"47.50"
"Restaurant_1778","Chennai","Fine Dine",49,46,"47.50"
"Restaurant_725","Bangalore","Fine Dine",52,43,"47.50"
"Restaurant_743","Bangalore","Qsr (Quick Service)",48,47,"47.50"
"Restaurant_1201","Delhi","Casual Dining",47,48,"47.50"
"Restaurant_2461","Lucknow","Food Truck",46,49,"47.50"
"Restaurant_60","Mumbai","Cafe",46,49,"47.50"
"Restaurant_1100","Delhi","Fine Dine",46,49,"47.50"
"Restaurant_1083","Delhi","Food Truck",51,44,"47.50"
"Restaurant_1683","Hyderabad","Fine Dine",54,41,"47.50"
"Restaurant_2033","Kolkata","Cloud Kitchen",41,54,"47.50"
"Restaurant_952","Delhi","Fine Dine",46,49,"47.50"
"Restaurant_2375","Jaipur","Qsr (Quick Service)",55,40,"47.50"
"Restaurant_2499","Lucknow","Cafe",47,48,"47.50"
"Restaurant_2373","Jaipur","Qsr (Quick Service)",49,46,"47.50"
"Restaurant_887","Delhi","Cafe",46,48,"47.00"
"Restaurant_2012","Kolkata","Qsr (Quick Service)",47,47,"47.00"
"Restaurant_1181","Delhi","Casual Dining",44,50,"47.00"
"Restaurant_1617","Hyderabad","Cloud Kitchen",46,48,"47.00"
"Restaurant_1774","Chennai","Cloud Kitchen",45,49,"47.00"
"Restaurant_1829","Chennai","Fine Dine",52,42,"47.00"
"Restaurant_1729","Hyderabad","Fine Dine",47,47,"47.00"
"Restaurant_2129","Ahmedabad","Qsr (Quick Service)",49,45,"47.00"
"Restaurant_305","Mumbai","Cafe",44,50,"47.00"
"Restaurant_1917","Chennai","Casual Dining",42,52,"47.00"
"Restaurant_2416","Lucknow","Casual Dining",49,45,"47.00"
"Restaurant_1151","Delhi","Cafe",46,48,"47.00"
"Restaurant_644","Bangalore","Qsr (Quick Service)",44,50,"47.00"
"Restaurant_724","Bangalore","Cafe",37,57,"47.00"
"Restaurant_386","Mumbai","Cafe",46,48,"47.00"
"Restaurant_1178","Delhi","Fine Dine",48,46,"47.00"
"Restaurant_154","Mumbai","Food Truck",37,57,"47.00"
"Restaurant_1641","Hyderabad","Casual Dining",52,42,"47.00"
"Restaurant_191","Mumbai","Cafe",45,49,"47.00"
"Restaurant_751","Bangalore","Food Truck",50,44,"47.00"
"Restaurant_703","Bangalore","Fine Dine",45,49,"47.00"
"Restaurant_750","Bangalore","Cloud Kitchen",53,41,"47.00"
"Restaurant_39","Mumbai","Qsr (Quick Service)",48,46,"47.00"
"Restaurant_567","Bangalore","Food Truck",51,43,"47.00"
"Restaurant_2120","Kolkata","Fine Dine",49,45,"47.00"
"Restaurant_1901","Chennai","Cloud Kitchen",43,51,"47.00"
"Restaurant_107","Mumbai","Fine Dine",49,45,"47.00"
"Restaurant_16","Mumbai","Qsr (Quick Service)",48,46,"47.00"
"Restaurant_288","Mumbai","Qsr (Quick Service)",46,48,"47.00"
"Restaurant_145","Mumbai","Cloud Kitchen",49,45,"47.00"
"Restaurant_986","Delhi","Qsr (Quick Service)",47,46,"46.50"
"Restaurant_817","Bangalore","Cafe",49,44,"46.50"
"Restaurant_440","Mumbai","Cafe",49,44,"46.50"
"Restaurant_573","Bangalore","Casual Dining",46,47,"46.50"
"Restaurant_1440","Pune","Cafe",51,42,"46.50"
"Restaurant_1422","Pune","Fine Dine",44,49,"46.50"
"Restaurant_1900","Chennai","Fine Dine",42,51,"46.50"
"Restaurant_792","Bangalore","Cafe",44,49,"46.50"
"Restaurant_623","Bangalore","Casual Dining",52,41,"46.50"
"Restaurant_173","Mumbai","Cafe",47,46,"46.50"
"Restaurant_174","Mumbai","Casual Dining",44,49,"46.50"
"Restaurant_273","Mumbai","Food Truck",48,45,"46.50"
"Restaurant_2485","Lucknow","Food Truck",49,44,"46.50"
"Restaurant_1351","Pune","Cloud Kitchen",45,48,"46.50"
"Restaurant_2094","Kolkata","Cafe",43,50,"46.50"
"Restaurant_1352","Pune","Food Truck",46,47,"46.50"
"Restaurant_2098","Kolkata","Cloud Kitchen",44,49,"46.50"
"Restaurant_526","Bangalore","Qsr (Quick Service)",47,46,"46.50"
"Restaurant_1587","Hyderabad","Casual Dining",42,51,"46.50"
"Restaurant_1093","Delhi","Cloud Kitchen",41,52,"46.50"
"Restaurant_1621","Hyderabad","Food Truck",47,46,"46.50"
"Restaurant_357","Mumbai","Qsr (Quick Service)",47,46,"46.50"
"Restaurant_1732","Hyderabad","Food Truck",48,45,"46.50"
"Restaurant_2223","Ahmedabad","Qsr (Quick Service)",54,39,"46.50"
"Restaurant_1592","Hyderabad","Qsr (Quick Service)",45,48,"46.50"
"Restaurant_1763","Chennai","Qsr (Quick Service)",44,49,"46.50"
"Restaurant_364","Mumbai","Cafe",41,52,"46.50"
"Restaurant_1572","Hyderabad","Qsr (Quick Service)",50,43,"46.50"
"Restaurant_369","Mumbai","Food Truck",48,45,"46.50"
"Restaurant_1671","Hyderabad","Cloud Kitchen",44,49,"46.50"
"Restaurant_1235","Delhi","Fine Dine",52,41,"46.50"
"Restaurant_853","Bangalore","Cloud Kitchen",49,44,"46.50"
"Restaurant_465","Bangalore","Casual Dining",47,46,"46.50"
"Restaurant_2403","Lucknow","Casual Dining",41,52,"46.50"
"Restaurant_200","Mumbai","Food Truck",48,45,"46.50"
"Restaurant_2452","Lucknow","Food Truck",44,49,"46.50"
"Restaurant_445","Mumbai","Food Truck",45,48,"46.50"
"Restaurant_2336","Jaipur","Cafe",49,44,"46.50"
"Restaurant_1828","Chennai","Fine Dine",47,46,"46.50"
"Restaurant_1144","Delhi","Fine Dine",44,49,"46.50"
"Restaurant_1965","Kolkata","Fine Dine",49,44,"46.50"
"Restaurant_2335","Jaipur","Food Truck",44,49,"46.50"
"Restaurant_181","Mumbai","Qsr (Quick Service)",42,50,"46.00"
"Restaurant_1257","Pune","Casual Dining",43,49,"46.00"
"Restaurant_163","Mumbai","Cloud Kitchen",39,53,"46.00"
"Restaurant_2445","Lucknow","Cloud Kitchen",43,49,"46.00"
"Restaurant_359","Mumbai","Qsr (Quick Service)",44,48,"46.00"
"Restaurant_2139","Ahmedabad","Fine Dine",46,46,"46.00"
"Restaurant_505","Bangalore","Food Truck",48,44,"46.00"
"Restaurant_596","Bangalore","Fine Dine",40,52,"46.00"
"Restaurant_1602","Hyderabad","Casual Dining",43,49,"46.00"
"Restaurant_566","Bangalore","Cloud Kitchen",44,48,"46.00"
"Restaurant_1499","Pune","Food Truck",51,41,"46.00"
"Restaurant_1328","Pune","Casual Dining",51,41,"46.00"
"Restaurant_1465","Pune","Fine Dine",50,42,"46.00"
"Restaurant_548","Bangalore","Cloud Kitchen",43,49,"46.00"
"Restaurant_876","Delhi","Cloud Kitchen",44,48,"46.00"
"Restaurant_759","Bangalore","Food Truck",49,43,"46.00"
"Restaurant_1639","Hyderabad","Cloud Kitchen",48,44,"46.00"
"Restaurant_1816","Chennai","Casual Dining",47,45,"46.00"
"Restaurant_1118","Delhi","Casual Dining",49,43,"46.00"
"Restaurant_290","Mumbai","Casual Dining",48,44,"46.00"
"Restaurant_1134","Delhi","Food Truck",44,48,"46.00"
"Restaurant_1226","Delhi","Cafe",47,45,"46.00"
"Restaurant_472","Bangalore","Cafe",38,54,"46.00"
"Restaurant_1216","Delhi","Cloud Kitchen",44,48,"46.00"
"Restaurant_467","Bangalore","Cloud Kitchen",46,46,"46.00"
"Restaurant_721","Bangalore","Qsr (Quick Service)",51,41,"46.00"
"Restaurant_1152","Delhi","Food Truck",42,50,"46.00"
"Restaurant_800","Bangalore","Cloud Kitchen",42,50,"46.00"
"Restaurant_2473","Lucknow","Cafe",48,44,"46.00"
"Restaurant_2315","Jaipur","Fine Dine",43,49,"46.00"
"Restaurant_1188","Delhi","Fine Dine",41,51,"46.00"
"Restaurant_392","Mumbai","Qsr (Quick Service)",45,47,"46.00"
"Restaurant_2244","Ahmedabad","Food Truck",48,44,"46.00"
"Restaurant_996","Delhi","Fine Dine",42,50,"46.00"
"Restaurant_2426","Lucknow","Casual Dining",46,46,"46.00"
"Restaurant_2260","Ahmedabad","Casual Dining",46,46,"46.00"
"Restaurant_1318","Pune","Fine Dine",42,50,"46.00"
"Restaurant_324","Mumbai","Cafe",40,52,"46.00"
"Restaurant_1066","Delhi","Food Truck",46,46,"46.00"
"Restaurant_987","Delhi","Cloud Kitchen",47,45,"46.00"
"Restaurant_2072","Kolkata","Cloud Kitchen",47,45,"46.00"
"Restaurant_579","Bangalore","Food Truck",45,47,"46.00"
"Restaurant_32","Mumbai","Cloud Kitchen",42,50,"46.00"
"Restaurant_838","Bangalore","Cafe",44,48,"46.00"
"Restaurant_2111","Kolkata","Cloud Kitchen",49,43,"46.00"
"Restaurant_214","Mumbai","Cloud Kitchen",41,51,"46.00"
"Restaurant_2259","Ahmedabad","Qsr (Quick Service)",48,44,"46.00"
"Restaurant_1524","Hyderabad","Cloud Kitchen",42,50,"46.00"
"Restaurant_1704","Hyderabad","Qsr (Quick Service)",45,47,"46.00"
"Restaurant_281","Mumbai","Cafe",52,39,"45.50"
"Restaurant_624","Bangalore","Fine Dine",48,43,"45.50"
"Restaurant_1468","Pune","Fine Dine",46,45,"45.50"
"Restaurant_2206","Ahmedabad","Qsr (Quick Service)",46,45,"45.50"
"Restaurant_237","Mumbai","Fine Dine",42,49,"45.50"
"Restaurant_1207","Delhi","Casual Dining",49,42,"45.50"
"Restaurant_2052","Kolkata","Casual Dining",44,47,"45.50"
"Restaurant_1960","Kolkata","Casual Dining",47,44,"45.50"
"Restaurant_66","Mumbai","Qsr (Quick Service)",44,47,"45.50"
"Restaurant_1575","Hyderabad","Food Truck",47,44,"45.50"
"Restaurant_2226","Ahmedabad","Cloud Kitchen",47,44,"45.50"
"Restaurant_1855","Chennai","Qsr (Quick Service)",46,45,"45.50"
"Restaurant_851","Bangalore","Fine Dine",48,43,"45.50"
"Restaurant_1961","Kolkata","Fine Dine",44,47,"45.50"
"Restaurant_1290","Pune","Qsr (Quick Service)",46,45,"45.50"
"Restaurant_1966","Kolkata","Casual Dining",43,48,"45.50"
"Restaurant_1927","Chennai","Casual Dining",48,43,"45.50"
"Restaurant_2431","Lucknow","Fine Dine",45,46,"45.50"
"Restaurant_1888","Chennai","Casual Dining",38,53,"45.50"
"Restaurant_363","Mumbai","Food Truck",47,44,"45.50"
"Restaurant_1421","Pune","Food Truck",40,51,"45.50"
"Restaurant_2291","Jaipur","Fine Dine",45,46,"45.50"
"Restaurant_1983","Kolkata","Cloud Kitchen",49,42,"45.50"
"Restaurant_2460","Lucknow","Cloud Kitchen",52,39,"45.50"
"Restaurant_1631","Hyderabad","Fine Dine",50,41,"45.50"
"Restaurant_2500","Lucknow","Qsr (Quick Service)",44,47,"45.50"
"Restaurant_165","Mumbai","Food Truck",41,50,"45.50"
"Restaurant_2396","Jaipur","Food Truck",46,45,"45.50"
"Restaurant_493","Bangalore","Cloud Kitchen",53,38,"45.50"
"Restaurant_962","Delhi","Fine Dine",48,43,"45.50"
"Restaurant_1245","Delhi","Qsr (Quick Service)",39,52,"45.50"
"Restaurant_1172","Delhi","Qsr (Quick Service)",49,42,"45.50"
"Restaurant_2061","Kolkata","Food Truck",41,50,"45.50"
"Restaurant_1689","Hyderabad","Cafe",52,39,"45.50"
"Restaurant_2091","Kolkata","Casual Dining",54,37,"45.50"
"Restaurant_2347","Jaipur","Casual Dining",43,48,"45.50"
"Restaurant_1537","Hyderabad","Cloud Kitchen",46,45,"45.50"
"Restaurant_389","Mumbai","Cafe",49,42,"45.50"
"Restaurant_1496","Pune","Cafe",47,44,"45.50"
"Restaurant_2302","Jaipur","Fine Dine",44,47,"45.50"
"Restaurant_1606","Hyderabad","Qsr (Quick Service)",45,46,"45.50"
"Restaurant_823","Bangalore","Qsr (Quick Service)",46,45,"45.50"
"Restaurant_1433","Pune","Casual Dining",44,47,"45.50"
"Restaurant_1145","Delhi","Food Truck",52,39,"45.50"
"Restaurant_1879","Chennai","Cloud Kitchen",41,50,"45.50"
"Restaurant_229","Mumbai","Casual Dining",49,42,"45.50"
"Restaurant_709","Bangalore","Cloud Kitchen",44,47,"45.50"
"Restaurant_1405","Pune","Qsr (Quick Service)",43,48,"45.50"
"Restaurant_2126","Ahmedabad","Food Truck",45,46,"45.50"
"Restaurant_590","Bangalore","Casual Dining",43,47,"45.00"
"Restaurant_558","Bangalore","Qsr (Quick Service)",52,38,"45.00"
"Restaurant_2279","Ahmedabad","Qsr (Quick Service)",46,44,"45.00"
"Restaurant_553","Bangalore","Fine Dine",41,49,"45.00"
"Restaurant_291","Mumbai","Casual Dining",48,42,"45.00"
"Restaurant_1892","Chennai","Cloud Kitchen",43,47,"45.00"
"Restaurant_126","Mumbai","Fine Dine",42,48,"45.00"
"Restaurant_1278","Pune","Fine Dine",46,44,"45.00"
"Restaurant_639","Bangalore","Qsr (Quick Service)",52,38,"45.00"
"Restaurant_533","Bangalore","Food Truck",49,41,"45.00"
"Restaurant_1576","Hyderabad","Fine Dine",46,44,"45.00"
"Restaurant_1755","Chennai","Cloud Kitchen",46,44,"45.00"
"Restaurant_1356","Pune","Food Truck",47,43,"45.00"
"Restaurant_504","Bangalore","Cloud Kitchen",47,43,"45.00"
"Restaurant_2222","Ahmedabad","Food Truck",48,42,"45.00"
"Restaurant_1884","Chennai","Cloud Kitchen",42,48,"45.00"
"Restaurant_105","Mumbai","Qsr (Quick Service)",44,46,"45.00"
"Restaurant_2295","Jaipur","Cafe",42,48,"45.00"
"Restaurant_1375","Pune","Cafe",44,46,"45.00"
"Restaurant_2204","Ahmedabad","Qsr (Quick Service)",43,47,"45.00"
"Restaurant_98","Mumbai","Qsr (Quick Service)",49,41,"45.00"
"Restaurant_2184","Ahmedabad","Food Truck",43,47,"45.00"
"Restaurant_2455","Lucknow","Fine Dine",47,43,"45.00"
"Restaurant_755","Bangalore","Qsr (Quick Service)",41,49,"45.00"
"Restaurant_2074","Kolkata","Qsr (Quick Service)",47,43,"45.00"
"Restaurant_1184","Delhi","Casual Dining",47,43,"45.00"
"Restaurant_1554","Hyderabad","Casual Dining",40,50,"45.00"
"Restaurant_2317","Jaipur","Cloud Kitchen",43,47,"45.00"
"Restaurant_71","Mumbai","Fine Dine",39,51,"45.00"
"Restaurant_1055","Delhi","Food Truck",46,44,"45.00"
"Restaurant_1655","Hyderabad","Qsr (Quick Service)",44,46,"45.00"
"Restaurant_2149","Ahmedabad","Food Truck",43,47,"45.00"
"Restaurant_2146","Ahmedabad","Fine Dine",48,42,"45.00"
"Restaurant_824","Bangalore","Cafe",46,44,"45.00"
"Restaurant_1991","Kolkata","Cloud Kitchen",42,48,"45.00"
"Restaurant_856","Bangalore","Casual Dining",48,42,"45.00"
"Restaurant_48","Mumbai","Casual Dining",41,49,"45.00"
"Restaurant_1767","Chennai","Casual Dining",44,46,"45.00"
"Restaurant_1679","Hyderabad","Qsr (Quick Service)",42,48,"45.00"
"Restaurant_1734","Hyderabad","Fine Dine",48,42,"45.00"
"Restaurant_898","Delhi","Cloud Kitchen",47,43,"45.00"
"Restaurant_1106","Delhi","Qsr (Quick Service)",46,44,"45.00"
"Restaurant_236","Mumbai","Casual Dining",46,44,"45.00"
"Restaurant_1838","Chennai","Casual Dining",49,41,"45.00"
"Restaurant_1837","Chennai","Fine Dine",47,43,"45.00"
"Restaurant_327","Mumbai","Qsr (Quick Service)",45,45,"45.00"
"Restaurant_1070","Delhi","Fine Dine",50,40,"45.00"
"Restaurant_2071","Kolkata","Qsr (Quick Service)",43,47,"45.00"
"Restaurant_1819","Chennai","Qsr (Quick Service)",42,48,"45.00"
"Restaurant_2270","Ahmedabad","Cafe",45,45,"45.00"
"Restaurant_378","Mumbai","Qsr (Quick Service)",43,46,"44.50"
"Restaurant_1153","Delhi","Cloud Kitchen",44,45,"44.50"
"Restaurant_1336","Pune","Qsr (Quick Service)",47,42,"44.50"
"Restaurant_2333","Jaipur","Food Truck",44,45,"44.50"
"Restaurant_2484","Lucknow","Cloud Kitchen",46,43,"44.50"
"Restaurant_1147","Delhi","Qsr (Quick Service)",41,48,"44.50"
"Restaurant_1582","Hyderabad","Food Truck",46,43,"44.50"
"Restaurant_1015","Delhi","Qsr (Quick Service)",40,49,"44.50"
"Restaurant_1574","Hyderabad","Cafe",46,43,"44.50"
"Restaurant_1749","Chennai","Fine Dine",42,47,"44.50"
"Restaurant_21","Mumbai","Cafe",47,42,"44.50"
"Restaurant_1559","Hyderabad","Cloud Kitchen",37,52,"44.50"
"Restaurant_1633","Hyderabad","Food Truck",41,48,"44.50"
"Restaurant_729","Bangalore","Cafe",41,48,"44.50"
"Restaurant_2121","Ahmedabad","Cafe",46,43,"44.50"
"Restaurant_1486","Pune","Food Truck",42,47,"44.50"
"Restaurant_439","Mumbai","Fine Dine",50,39,"44.50"
"Restaurant_699","Bangalore","Qsr (Quick Service)",44,45,"44.50"
"Restaurant_756","Bangalore","Cloud Kitchen",48,41,"44.50"
"Restaurant_483","Bangalore","Cloud Kitchen",47,42,"44.50"
"Restaurant_2016","Kolkata","Casual Dining",47,42,"44.50"
"Restaurant_1928","Chennai","Cloud Kitchen",48,41,"44.50"
