"restaurant_name","city","restaurant_type","swiggy_rating","zomato_rating","rating_gap","better_rated"
"Restaurant_2017","Kolkata","Food Truck","4.2","4.8","0.6","Zomato higher"
"Restaurant_657","Bangalore","Cafe","4.1","4.7","0.6","Zomato higher"
"Restaurant_658","Bangalore","Casual Dining","4.3","3.7","0.6","Swiggy higher"
"Restaurant_1751","Chennai","Food Truck","2.9","3.5","0.6","Zomato higher"
"Restaurant_664","Bangalore","Cloud Kitchen","4.2","4.8","0.6","Zomato higher"
"Restaurant_417","Mumbai","Qsr (Quick Service)","3.8","4.4","0.6","Zomato higher"
"Restaurant_2028","Kolkata","Qsr (Quick Service)","4.2","3.6","0.6","Swiggy higher"
"Restaurant_2030","Kolkata","Qsr (Quick Service)","3.6","4.2","0.6","Zomato higher"
"Restaurant_1742","Chennai","Cafe","4.1","3.5","0.6","Swiggy higher"
"Restaurant_410","Mumbai","Cloud Kitchen","4.7","4.1","0.6","Swiggy higher"
"Restaurant_123","Mumbai","Casual Dining","4.2","3.6","0.6","Swiggy higher"
"Restaurant_2431","Lucknow","Fine Dine","3.6","4.2","0.6","Zomato higher"
"Restaurant_1392","Pune","Fine Dine","3.2","3.8","0.6","Zomato higher"
"Restaurant_1731","Hyderabad","Food Truck","4.0","3.4","0.6","Swiggy higher"
"Restaurant_1730","Hyderabad","Fine Dine","4.1","4.7","0.6","Zomato higher"
"Restaurant_2427","Lucknow","Cloud Kitchen","4.2","3.6","0.6","Swiggy higher"
"Restaurant_2050","Kolkata","Casual Dining","3.3","3.9","0.6","Zomato higher"
"Restaurant_379","Mumbai","Cloud Kitchen","4.0","3.4","0.6","Swiggy higher"
"Restaurant_698","Bangalore","Fine Dine","4.6","4.0","0.6","Swiggy higher"
"Restaurant_374","Mumbai","Cloud Kitchen","4.2","3.6","0.6","Swiggy higher"
"Restaurant_373","Mumbai","Qsr (Quick Service)","3.4","4.0","0.6","Zomato higher"
"Restaurant_703","Bangalore","Fine Dine","3.8","4.4","0.6","Zomato higher"
"Restaurant_2081","Kolkata","Qsr (Quick Service)","4.0","4.6","0.6","Zomato higher"
"Restaurant_2085","Kolkata","Cloud Kitchen","3.7","4.3","0.6","Zomato higher"
"Restaurant_2424","Lucknow","Cafe","3.6","4.2","0.6","Zomato higher"
"Restaurant_715","Bangalore","Casual Dining","3.9","4.5","0.6","Zomato higher"
"Restaurant_2096","Kolkata","Fine Dine","4.5","3.9","0.6","Swiggy higher"
"Restaurant_723","Bangalore","Qsr (Quick Service)","4.3","3.7","0.6","Swiggy higher"
"Restaurant_725","Bangalore","Fine Dine","3.9","4.5","0.6","Zomato higher"
"Restaurant_2118","Kolkata","Food Truck","3.8","4.4","0.6","Zomato higher"
"Restaurant_728","Bangalore","Food Truck","3.8","4.4","0.6","Zomato higher"
"Restaurant_2121","Ahmedabad","Cafe","4.4","3.8","0.6","Swiggy higher"
"Restaurant_730","Bangalore","Food Truck","4.4","3.8","0.6","Swiggy higher"
"Restaurant_321","Mumbai","Food Truck","3.4","4.0","0.6","Zomato higher"
"Restaurant_319","Mumbai","Casual Dining","3.6","4.2","0.6","Zomato higher"
"Restaurant_2140","Ahmedabad","Food Truck","3.9","3.3","0.6","Swiggy higher"
"Restaurant_2411","Lucknow","Casual Dining","4.1","4.7","0.6","Zomato higher"
"Restaurant_737","Bangalore","Qsr (Quick Service)","4.2","3.6","0.6","Swiggy higher"
"Restaurant_2143","Ahmedabad","Qsr (Quick Service)","3.3","3.9","0.6","Zomato higher"
"Restaurant_2495","Lucknow","Fine Dine","4.9","4.3","0.6","Swiggy higher"
"Restaurant_2145","Ahmedabad","Cafe","4.5","3.9","0.6","Swiggy higher"
"Restaurant_2147","Ahmedabad","Cloud Kitchen","3.5","4.1","0.6","Zomato higher"
"Restaurant_1683","Hyderabad","Fine Dine","4.3","4.9","0.6","Zomato higher"
"Restaurant_743","Bangalore","Qsr (Quick Service)","4.4","3.8","0.6","Swiggy higher"
"Restaurant_2157","Ahmedabad","Food Truck","3.4","4.0","0.6","Zomato higher"
"Restaurant_1674","Hyderabad","Qsr (Quick Service)","4.6","4.0","0.6","Swiggy higher"
"Restaurant_304","Mumbai","Fine Dine","4.8","4.2","0.6","Swiggy higher"
"Restaurant_1665","Hyderabad","Cloud Kitchen","4.3","3.7","0.6","Swiggy higher"
"Restaurant_2404","Lucknow","Food Truck","3.6","4.2","0.6","Zomato higher"
"Restaurant_1664","Hyderabad","Fine Dine","4.3","3.7","0.6","Swiggy higher"
"Restaurant_1654","Hyderabad","Cloud Kitchen","4.7","4.1","0.6","Swiggy higher"
"Restaurant_2173","Ahmedabad","Qsr (Quick Service)","4.1","4.7","0.6","Zomato higher"
"Restaurant_1651","Hyderabad","Qsr (Quick Service)","3.6","4.2","0.6","Zomato higher"
"Restaurant_1648","Hyderabad","Fine Dine","4.0","4.6","0.6","Zomato higher"
"Restaurant_1383","Pune","Cloud Kitchen","4.1","3.5","0.6","Swiggy higher"
"Restaurant_284","Mumbai","Qsr (Quick Service)","4.9","4.3","0.6","Swiggy higher"
"Restaurant_1632","Hyderabad","Food Truck","4.5","3.9","0.6","Swiggy higher"
"Restaurant_2187","Ahmedabad","Cloud Kitchen","4.1","3.5","0.6","Swiggy higher"
"Restaurant_2475","Lucknow","Cafe","3.7","3.1","0.6","Swiggy higher"
"Restaurant_268","Mumbai","Cafe","3.6","4.2","0.6","Zomato higher"
"Restaurant_790","Bangalore","Cafe","4.3","3.7","0.6","Swiggy higher"
"Restaurant_1625","Hyderabad","Qsr (Quick Service)","3.6","4.2","0.6","Zomato higher"
"Restaurant_793","Bangalore","Cloud Kitchen","4.2","3.6","0.6","Swiggy higher"
"Restaurant_2193","Ahmedabad","Cloud Kitchen","4.0","3.4","0.6","Swiggy higher"
"Restaurant_261","Mumbai","Casual Dining","4.4","3.8","0.6","Swiggy higher"
"Restaurant_1618","Hyderabad","Food Truck","4.4","3.8","0.6","Swiggy higher"
"Restaurant_2208","Ahmedabad","Qsr (Quick Service)","4.2","3.6","0.6","Swiggy higher"
"Restaurant_802","Bangalore","Casual Dining","3.3","3.9","0.6","Zomato higher"
"Restaurant_804","Bangalore","Fine Dine","3.8","4.4","0.6","Zomato higher"
"Restaurant_1616","Hyderabad","Fine Dine","3.8","4.4","0.6","Zomato higher"
"Restaurant_1613","Hyderabad","Fine Dine","4.2","3.6","0.6","Swiggy higher"
"Restaurant_91","Mumbai","Fine Dine","3.8","4.4","0.6","Zomato higher"
"Restaurant_2216","Ahmedabad","Cloud Kitchen","4.0","4.6","0.6","Zomato higher"
"Restaurant_2393","Jaipur","Cafe","3.5","4.1","0.6","Zomato higher"
"Restaurant_1039","Delhi","Cafe","3.9","3.3","0.6","Swiggy higher"
"Restaurant_255","Mumbai","Cafe","4.4","3.8","0.6","Swiggy higher"
"Restaurant_1601","Hyderabad","Fine Dine","3.7","4.3","0.6","Zomato higher"
"Restaurant_1109","Delhi","Fine Dine","3.6","3.0","0.6","Swiggy higher"
"Restaurant_1599","Hyderabad","Cloud Kitchen","4.5","3.9","0.6","Swiggy higher"
"Restaurant_95","Mumbai","Cloud Kitchen","3.9","4.5","0.6","Zomato higher"
"Restaurant_2225","Ahmedabad","Fine Dine","4.8","4.2","0.6","Swiggy higher"
"Restaurant_831","Bangalore","Qsr (Quick Service)","3.7","3.1","0.6","Swiggy higher"
"Restaurant_239","Mumbai","Cafe","3.9","4.5","0.6","Zomato higher"
"Restaurant_236","Mumbai","Casual Dining","4.7","4.1","0.6","Swiggy higher"
"Restaurant_31","Mumbai","Cloud Kitchen","3.6","4.2","0.6","Zomato higher"
"Restaurant_1333","Pune","Fine Dine","4.4","5.0","0.6","Zomato higher"
"Restaurant_1042","Delhi","Fine Dine","3.8","4.4","0.6","Zomato higher"
"Restaurant_2256","Ahmedabad","Qsr (Quick Service)","3.9","4.5","0.6","Zomato higher"
"Restaurant_1572","Hyderabad","Qsr (Quick Service)","4.6","4.0","0.6","Swiggy higher"
"Restaurant_1567","Hyderabad","Food Truck","4.3","3.7","0.6","Swiggy higher"
"Restaurant_2271","Ahmedabad","Food Truck","3.5","4.1","0.6","Zomato higher"
"Restaurant_860","Bangalore","Qsr (Quick Service)","4.7","4.1","0.6","Swiggy higher"
"Restaurant_28","Mumbai","Cafe","3.6","4.2","0.6","Zomato higher"
"Restaurant_864","Bangalore","Food Truck","4.2","3.6","0.6","Swiggy higher"
"Restaurant_1076","Delhi","Fine Dine","4.0","4.6","0.6","Zomato higher"
"Restaurant_1371","Pune","Food Truck","3.8","4.4","0.6","Zomato higher"
"Restaurant_869","Bangalore","Food Truck","3.9","4.5","0.6","Zomato higher"
"Restaurant_1313","Pune","Qsr (Quick Service)","4.5","3.9","0.6","Swiggy higher"
"Restaurant_2281","Jaipur","Casual Dining","4.7","4.1","0.6","Swiggy higher"
"Restaurant_198","Mumbai","Casual Dining","3.8","4.4","0.6","Zomato higher"
"Restaurant_196","Mumbai","Qsr (Quick Service)","4.4","3.8","0.6","Swiggy higher"
"Restaurant_2292","Jaipur","Fine Dine","3.3","3.9","0.6","Zomato higher"
"Restaurant_1547","Hyderabad","Cloud Kitchen","4.0","4.6","0.6","Zomato higher"
"Restaurant_1546","Hyderabad","Cafe","4.8","4.2","0.6","Swiggy higher"
"Restaurant_2295","Jaipur","Cafe","4.0","3.4","0.6","Swiggy higher"
"Restaurant_1536","Hyderabad","Cloud Kitchen","3.6","4.2","0.6","Zomato higher"
"Restaurant_1074","Delhi","Qsr (Quick Service)","4.6","4.0","0.6","Swiggy higher"
"Restaurant_103","Mumbai","Casual Dining","3.6","4.2","0.6","Zomato higher"
"Restaurant_1369","Pune","Fine Dine","4.1","4.7","0.6","Zomato higher"
"Restaurant_1533","Hyderabad","Food Truck","3.9","4.5","0.6","Zomato higher"
"Restaurant_2310","Jaipur","Casual Dining","3.7","4.3","0.6","Zomato higher"
"Restaurant_1316","Pune","Fine Dine","3.5","4.1","0.6","Zomato higher"
"Restaurant_892","Delhi","Food Truck","4.1","3.5","0.6","Swiggy higher"
"Restaurant_1530","Hyderabad","Fine Dine","4.5","3.9","0.6","Swiggy higher"
"Restaurant_2317","Jaipur","Cloud Kitchen","4.4","3.8","0.6","Swiggy higher"
"Restaurant_1052","Delhi","Cafe","3.8","4.4","0.6","Zomato higher"
"Restaurant_2321","Jaipur","Food Truck","4.1","4.7","0.6","Zomato higher"
"Restaurant_1365","Pune","Cafe","3.5","4.1","0.6","Zomato higher"
"Restaurant_901","Delhi","Qsr (Quick Service)","4.7","4.1","0.6","Swiggy higher"
"Restaurant_1511","Hyderabad","Fine Dine","4.2","3.6","0.6","Swiggy higher"
"Restaurant_179","Mumbai","Qsr (Quick Service)","4.4","3.8","0.6","Swiggy higher"
"Restaurant_1510","Hyderabad","Fine Dine","4.0","4.6","0.6","Zomato higher"
"Restaurant_909","Delhi","Food Truck","3.7","3.1","0.6","Swiggy higher"
"Restaurant_2332","Jaipur","Food Truck","3.4","4.0","0.6","Zomato higher"
"Restaurant_1055","Delhi","Food Truck","4.1","3.5","0.6","Swiggy higher"
"Restaurant_164","Mumbai","Qsr (Quick Service)","3.9","3.3","0.6","Swiggy higher"
"Restaurant_107","Mumbai","Fine Dine","3.5","4.1","0.6","Zomato higher"
"Restaurant_22","Mumbai","Fine Dine","4.1","3.5","0.6","Swiggy higher"
"Restaurant_1323","Pune","Food Truck","4.2","3.6","0.6","Swiggy higher"
"Restaurant_930","Delhi","Cafe","3.5","4.1","0.6","Zomato higher"
"Restaurant_933","Delhi","Cafe","4.6","4.0","0.6","Swiggy higher"
"Restaurant_2487","Lucknow","Food Truck","3.7","4.3","0.6","Zomato higher"
"Restaurant_149","Mumbai","Qsr (Quick Service)","3.8","4.4","0.6","Zomato higher"
"Restaurant_148","Mumbai","Food Truck","4.2","4.8","0.6","Zomato higher"
"Restaurant_147","Mumbai","Food Truck","3.5","4.1","0.6","Zomato higher"
"Restaurant_1487","Pune","Cloud Kitchen","4.2","4.8","0.6","Zomato higher"
"Restaurant_1345","Pune","Fine Dine","3.8","4.4","0.6","Zomato higher"
"Restaurant_2381","Jaipur","Casual Dining","3.4","4.0","0.6","Zomato higher"
"Restaurant_1215","Delhi","Fine Dine","4.1","3.5","0.6","Swiggy higher"
"Restaurant_947","Delhi","Cafe","4.1","3.5","0.6","Swiggy higher"
"Restaurant_1207","Delhi","Casual Dining","3.4","4.0","0.6","Zomato higher"
"Restaurant_1471","Pune","Food Truck","4.4","3.8","0.6","Swiggy higher"
"Restaurant_1239","Delhi","Casual Dining","3.8","4.4","0.6","Zomato higher"
"Restaurant_958","Delhi","Cafe","3.8","4.4","0.6","Zomato higher"
"Restaurant_1194","Delhi","Cloud Kitchen","4.1","4.7","0.6","Zomato higher"
"Restaurant_1242","Delhi","Cafe","4.5","3.9","0.6","Swiggy higher"
"Restaurant_1088","Delhi","Qsr (Quick Service)","4.6","4.0","0.6","Swiggy higher"
"Restaurant_142","Mumbai","Qsr (Quick Service)","4.1","4.7","0.6","Zomato higher"
"Restaurant_1184","Delhi","Casual Dining","2.6","3.2","0.6","Zomato higher"
"Restaurant_1436","Pune","Fine Dine","3.5","4.1","0.6","Zomato higher"
"Restaurant_1253","Pune","Qsr (Quick Service)","4.4","3.8","0.6","Swiggy higher"
"Restaurant_979","Delhi","Cafe","4.5","3.9","0.6","Swiggy higher"
"Restaurant_1175","Delhi","Food Truck","3.4","4.0","0.6","Zomato higher"
"Restaurant_1422","Pune","Fine Dine","4.4","3.8","0.6","Swiggy higher"
"Restaurant_1086","Delhi","Casual Dining","3.5","4.1","0.6","Zomato higher"
"Restaurant_989","Delhi","Fine Dine","4.7","4.1","0.6","Swiggy higher"
"Restaurant_1171","Delhi","Casual Dining","4.1","3.5","0.6","Swiggy higher"
"Restaurant_1419","Pune","Cafe","3.5","4.1","0.6","Zomato higher"
"Restaurant_1417","Pune","Cafe","3.7","4.3","0.6","Zomato higher"
"Restaurant_17","Mumbai","Cloud Kitchen","4.0","4.6","0.6","Zomato higher"
"Restaurant_1257","Pune","Casual Dining","3.8","3.2","0.6","Swiggy higher"
"Restaurant_1414","Pune","Cafe","4.2","3.6","0.6","Swiggy higher"
"Restaurant_1149","Delhi","Fine Dine","4.6","4.0","0.6","Swiggy higher"
"Restaurant_1413","Pune","Food Truck","3.4","4.0","0.6","Zomato higher"
"Restaurant_1267","Pune","Cloud Kitchen","3.8","4.4","0.6","Zomato higher"
"Restaurant_1063","Delhi","Cloud Kitchen","4.5","3.9","0.6","Swiggy higher"
"Restaurant_541","Bangalore","Cloud Kitchen","3.8","4.4","0.6","Zomato higher"
"Restaurant_1890","Chennai","Food Truck","4.3","3.7","0.6","Swiggy higher"
"Restaurant_1885","Chennai","Casual Dining","4.3","3.7","0.6","Swiggy higher"
"Restaurant_532","Bangalore","Cloud Kitchen","3.8","4.4","0.6","Zomato higher"
"Restaurant_1919","Chennai","Casual Dining","4.6","4.0","0.6","Swiggy higher"
"Restaurant_1920","Chennai","Qsr (Quick Service)","4.2","3.6","0.6","Swiggy higher"
"Restaurant_1877","Chennai","Cloud Kitchen","3.7","3.1","0.6","Swiggy higher"
"Restaurant_1869","Chennai","Food Truck","4.6","4.0","0.6","Swiggy higher"
"Restaurant_1868","Chennai","Cafe","3.8","4.4","0.6","Zomato higher"
"Restaurant_1867","Chennai","Cafe","3.4","4.0","0.6","Zomato higher"
"Restaurant_1927","Chennai","Casual Dining","4.5","3.9","0.6","Swiggy higher"
"Restaurant_2456","Lucknow","Fine Dine","4.7","4.1","0.6","Swiggy higher"
"Restaurant_1929","Chennai","Fine Dine","2.6","3.2","0.6","Zomato higher"
"Restaurant_564","Bangalore","Fine Dine","4.5","3.9","0.6","Swiggy higher"
"Restaurant_1934","Chennai","Fine Dine","4.3","3.7","0.6","Swiggy higher"
"Restaurant_1936","Chennai","Cloud Kitchen","4.0","4.6","0.6","Zomato higher"
"Restaurant_1851","Chennai","Fine Dine","3.5","4.1","0.6","Zomato higher"
"Restaurant_570","Bangalore","Qsr (Quick Service)","3.8","4.4","0.6","Zomato higher"
"Restaurant_1848","Chennai","Cloud Kitchen","4.3","3.7","0.6","Swiggy higher"
"Restaurant_1847","Chennai","Cloud Kitchen","4.1","3.5","0.6","Swiggy higher"
"Restaurant_1140","Delhi","Casual Dining","3.8","3.2","0.6","Swiggy higher"
"Restaurant_1944","Kolkata","Food Truck","4.3","3.7","0.6","Swiggy higher"
"Restaurant_502","Bangalore","Qsr (Quick Service)","4.5","3.9","0.6","Swiggy higher"
"Restaurant_1139","Delhi","Cafe","3.1","3.7","0.6","Zomato higher"
"Restaurant_1948","Kolkata","Fine Dine","3.7","4.3","0.6","Zomato higher"
"Restaurant_589","Bangalore","Fine Dine","4.7","4.1","0.6","Swiggy higher"
"Restaurant_495","Bangalore","Cloud Kitchen","3.6","4.2","0.6","Zomato higher"
"Restaurant_1832","Chennai","Cafe","4.0","4.6","0.6","Zomato higher"
"Restaurant_595","Bangalore","Food Truck","3.3","3.9","0.6","Zomato higher"
"Restaurant_69","Mumbai","Casual Dining","3.9","4.5","0.6","Zomato higher"
"Restaurant_1822","Chennai","Fine Dine","4.1","4.7","0.6","Zomato higher"
"Restaurant_109","Mumbai","Casual Dining","3.6","4.1","0.5","Zomato higher"
"Restaurant_1234","Delhi","Casual Dining","4.6","4.1","0.5","Swiggy higher"
"Restaurant_821","Bangalore","Casual Dining","3.9","4.4","0.5","Zomato higher"
"Restaurant_1209","Delhi","Cloud Kitchen","4.1","3.6","0.5","Swiggy higher"
"Restaurant_1937","Chennai","Cafe","3.5","4.0","0.5","Zomato higher"
"Restaurant_1362","Pune","Fine Dine","4.4","3.9","0.5","Swiggy higher"
"Restaurant_250","Mumbai","Qsr (Quick Service)","4.2","3.7","0.5","Swiggy higher"
"Restaurant_247","Mumbai","Cloud Kitchen","4.0","4.5","0.5","Zomato higher"
"Restaurant_2224","Ahmedabad","Fine Dine","4.4","3.9","0.5","Swiggy higher"
"Restaurant_953","Delhi","Cloud Kitchen","3.5","4.0","0.5","Zomato higher"
"Restaurant_2388","Jaipur","Food Truck","3.6","4.1","0.5","Zomato higher"
"Restaurant_1592","Hyderabad","Qsr (Quick Service)","4.4","3.9","0.5","Swiggy higher"
"Restaurant_1883","Chennai","Fine Dine","4.0","3.5","0.5","Swiggy higher"
"Restaurant_1591","Hyderabad","Cafe","3.9","4.4","0.5","Zomato higher"
"Restaurant_1589","Hyderabad","Fine Dine","4.1","3.6","0.5","Swiggy higher"
"Restaurant_834","Bangalore","Food Truck","4.1","4.6","0.5","Zomato higher"
"Restaurant_2226","Ahmedabad","Cloud Kitchen","3.8","4.3","0.5","Zomato higher"
"Restaurant_836","Bangalore","Food Truck","4.1","4.6","0.5","Zomato higher"
"Restaurant_1235","Delhi","Fine Dine","3.9","4.4","0.5","Zomato higher"
"Restaurant_145","Mumbai","Cloud Kitchen","3.5","4.0","0.5","Zomato higher"
"Restaurant_839","Bangalore","Cloud Kitchen","4.4","3.9","0.5","Swiggy higher"
"Restaurant_2230","Ahmedabad","Fine Dine","3.8","4.3","0.5","Zomato higher"
"Restaurant_59","Mumbai","Casual Dining","3.6","3.1","0.5","Swiggy higher"
"Restaurant_1574","Hyderabad","Cafe","3.6","4.1","0.5","Zomato higher"
"Restaurant_1904","Chennai","Cafe","4.2","3.7","0.5","Swiggy higher"
"Restaurant_1917","Chennai","Casual Dining","3.5","4.0","0.5","Zomato higher"
"Restaurant_845","Bangalore","Casual Dining","3.7","4.2","0.5","Zomato higher"
"Restaurant_2235","Ahmedabad","Cafe","3.9","4.4","0.5","Zomato higher"
"Restaurant_2248","Ahmedabad","Food Truck","4.2","3.7","0.5","Swiggy higher"
"Restaurant_848","Bangalore","Cafe","4.1","4.6","0.5","Zomato higher"
"Restaurant_2251","Ahmedabad","Fine Dine","3.9","4.4","0.5","Zomato higher"
"Restaurant_850","Bangalore","Qsr (Quick Service)","3.8","4.3","0.5","Zomato higher"
"Restaurant_57","Mumbai","Fine Dine","4.3","3.8","0.5","Swiggy higher"
"Restaurant_851","Bangalore","Fine Dine","4.2","3.7","0.5","Swiggy higher"
"Restaurant_960","Delhi","Qsr (Quick Service)","3.4","3.9","0.5","Zomato higher"
"Restaurant_604","Bangalore","Qsr (Quick Service)","4.1","3.6","0.5","Swiggy higher"
"Restaurant_1814","Chennai","Fine Dine","3.7","4.2","0.5","Zomato higher"
"Restaurant_1014","Delhi","Fine Dine","3.7","4.2","0.5","Zomato higher"
"Restaurant_1958","Kolkata","Casual Dining","3.3","3.8","0.5","Zomato higher"
"Restaurant_573","Bangalore","Casual Dining","3.4","3.9","0.5","Zomato higher"
"Restaurant_1305","Pune","Cloud Kitchen","4.1","4.6","0.5","Zomato higher"
"Restaurant_855","Bangalore","Qsr (Quick Service)","3.5","4.0","0.5","Zomato higher"
"Restaurant_1457","Pune","Cloud Kitchen","4.1","4.6","0.5","Zomato higher"
"Restaurant_1808","Chennai","Casual Dining","3.5","4.0","0.5","Zomato higher"
"Restaurant_1563","Hyderabad","Cloud Kitchen","3.8","4.3","0.5","Zomato higher"
"Restaurant_1192","Delhi","Food Truck","3.9","4.4","0.5","Zomato higher"
"Restaurant_1133","Delhi","Food Truck","4.1","3.6","0.5","Swiggy higher"
"Restaurant_1795","Chennai","Casual Dining","4.5","4.0","0.5","Swiggy higher"
"Restaurant_1310","Pune","Cafe","4.1","3.6","0.5","Swiggy higher"
"Restaurant_1190","Delhi","Fine Dine","4.2","4.7","0.5","Zomato higher"
"Restaurant_619","Bangalore","Cloud Kitchen","3.8","4.3","0.5","Zomato higher"
"Restaurant_1969","Kolkata","Fine Dine","4.0","3.5","0.5","Swiggy higher"
"Restaurant_1974","Kolkata","Fine Dine","4.6","4.1","0.5","Swiggy higher"
"Restaurant_1975","Kolkata","Casual Dining","3.7","4.2","0.5","Zomato higher"
"Restaurant_1784","Chennai","Fine Dine","4.1","3.6","0.5","Swiggy higher"
"Restaurant_1783","Chennai","Cafe","3.1","3.6","0.5","Zomato higher"
"Restaurant_861","Bangalore","Qsr (Quick Service)","4.0","4.5","0.5","Zomato higher"
"Restaurant_459","Bangalore","Qsr (Quick Service)","3.8","4.3","0.5","Zomato higher"
"Restaurant_2273","Ahmedabad","Cloud Kitchen","4.1","3.6","0.5","Swiggy higher"
"Restaurant_628","Bangalore","Qsr (Quick Service)","4.2","3.7","0.5","Swiggy higher"
"Restaurant_1779","Chennai","Fine Dine","4.4","3.9","0.5","Swiggy higher"
"Restaurant_1982","Kolkata","Food Truck","3.9","4.4","0.5","Zomato higher"
"Restaurant_454","Bangalore","Fine Dine","4.2","4.7","0.5","Zomato higher"
"Restaurant_1996","Kolkata","Food Truck","3.9","4.4","0.5","Zomato higher"
"Restaurant_448","Mumbai","Cafe","3.9","4.4","0.5","Zomato higher"
"Restaurant_588","Bangalore","Cloud Kitchen","4.2","3.7","0.5","Swiggy higher"
"Restaurant_1359","Pune","Cloud Kitchen","3.7","4.2","0.5","Zomato higher"
"Restaurant_1045","Delhi","Food Truck","4.7","4.2","0.5","Swiggy higher"
"Restaurant_637","Bangalore","Cloud Kitchen","3.7","4.2","0.5","Zomato higher"
"Restaurant_638","Bangalore","Casual Dining","3.7","4.2","0.5","Zomato higher"
"Restaurant_550","Bangalore","Cloud Kitchen","4.1","3.6","0.5","Swiggy higher"
"Restaurant_2482","Lucknow","Cafe","3.7","4.2","0.5","Zomato higher"
"Restaurant_641","Bangalore","Qsr (Quick Service)","3.6","4.1","0.5","Zomato higher"
"Restaurant_1444","Pune","Casual Dining","3.6","4.1","0.5","Zomato higher"
"Restaurant_1355","Pune","Fine Dine","4.2","4.7","0.5","Zomato higher"
"Restaurant_644","Bangalore","Qsr (Quick Service)","3.4","3.9","0.5","Zomato higher"
"Restaurant_645","Bangalore","Food Truck","4.6","4.1","0.5","Swiggy higher"
"Restaurant_1763","Chennai","Qsr (Quick Service)","4.1","3.6","0.5","Swiggy higher"
"Restaurant_71","Mumbai","Fine Dine","4.3","3.8","0.5","Swiggy higher"
"Restaurant_1252","Pune","Casual Dining","4.0","4.5","0.5","Zomato higher"
"Restaurant_970","Delhi","Food Truck","4.1","3.6","0.5","Swiggy higher"
"Restaurant_490","Bangalore","Food Truck","3.7","3.2","0.5","Swiggy higher"
"Restaurant_1285","Pune","Cloud Kitchen","4.1","4.6","0.5","Zomato higher"
"Restaurant_2016","Kolkata","Casual Dining","4.3","3.8","0.5","Swiggy higher"
"Restaurant_1437","Pune","Casual Dining","3.8","4.3","0.5","Zomato higher"
"Restaurant_2438","Lucknow","Casual Dining","3.5","4.0","0.5","Zomato higher"
"Restaurant_2018","Kolkata","Casual Dining","4.1","4.6","0.5","Zomato higher"
"Restaurant_2374","Jaipur","Fine Dine","3.7","3.2","0.5","Swiggy higher"
"Restaurant_872","Delhi","Fine Dine","4.0","3.5","0.5","Swiggy higher"
"Restaurant_1873","Chennai","Food Truck","4.7","4.2","0.5","Swiggy higher"
"Restaurant_422","Mumbai","Cloud Kitchen","3.9","4.4","0.5","Zomato higher"
"Restaurant_1122","Delhi","Qsr (Quick Service)","3.6","4.1","0.5","Zomato higher"
"Restaurant_524","Bangalore","Qsr (Quick Service)","3.8","4.3","0.5","Zomato higher"
"Restaurant_662","Bangalore","Qsr (Quick Service)","4.3","3.8","0.5","Swiggy higher"
"Restaurant_421","Mumbai","Food Truck","3.9","4.4","0.5","Zomato higher"
"Restaurant_1182","Delhi","Qsr (Quick Service)","3.7","4.2","0.5","Zomato higher"
"Restaurant_1435","Pune","Food Truck","3.7","4.2","0.5","Zomato higher"
"Restaurant_879","Delhi","Food Truck","4.1","3.6","0.5","Swiggy higher"
"Restaurant_667","Bangalore","Fine Dine","3.9","4.4","0.5","Zomato higher"
"Restaurant_1542","Hyderabad","Cafe","4.5","4.0","0.5","Swiggy higher"
"Restaurant_1539","Hyderabad","Cloud Kitchen","4.2","3.7","0.5","Swiggy higher"
"Restaurant_1428","Pune","Cafe","4.1","4.6","0.5","Zomato higher"
"Restaurant_2309","Jaipur","Fine Dine","3.9","4.4","0.5","Zomato higher"
"Restaurant_1118","Delhi","Casual Dining","4.4","3.9","0.5","Swiggy higher"
"Restaurant_407","Mumbai","Qsr (Quick Service)","3.8","4.3","0.5","Zomato higher"
"Restaurant_1741","Chennai","Casual Dining","4.4","3.9","0.5","Swiggy higher"
"Restaurant_2031","Kolkata","Fine Dine","3.9","4.4","0.5","Zomato higher"
"Restaurant_978","Delhi","Food Truck","3.7","4.2","0.5","Zomato higher"
"Restaurant_1026","Delhi","Qsr (Quick Service)","4.4","3.9","0.5","Swiggy higher"
"Restaurant_404","Mumbai","Food Truck","3.6","4.1","0.5","Zomato higher"
"Restaurant_506","Bangalore","Qsr (Quick Service)","4.6","4.1","0.5","Swiggy higher"
"Restaurant_2428","Lucknow","Cloud Kitchen","4.4","4.9","0.5","Zomato higher"
"Restaurant_2036","Kolkata","Food Truck","3.5","4.0","0.5","Zomato higher"
"Restaurant_682","Bangalore","Casual Dining","3.5","4.0","0.5","Zomato higher"
"Restaurant_47","Mumbai","Cafe","3.7","4.2","0.5","Zomato higher"
"Restaurant_391","Mumbai","Cloud Kitchen","3.8","3.3","0.5","Swiggy higher"
"Restaurant_1735","Hyderabad","Casual Dining","4.8","4.3","0.5","Swiggy higher"
"Restaurant_140","Mumbai","Food Truck","3.7","4.2","0.5","Zomato higher"
"Restaurant_1177","Delhi","Food Truck","3.6","4.1","0.5","Zomato higher"
"Restaurant_385","Mumbai","Fine Dine","4.3","3.8","0.5","Swiggy higher"
"Restaurant_124","Mumbai","Qsr (Quick Service)","4.0","4.5","0.5","Zomato higher"
"Restaurant_690","Bangalore","Food Truck","3.7","4.2","0.5","Zomato higher"
