restaurant_id,restaurant_name,city,locality,restaurant_type,cuisines,distance_from_city_center_km,opening_time,closing_time,days_operational,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed,swiggy_revenue_outlier_flag,zomato_revenue_outlier_flag,swiggy_orders_outlier_flag,zomato_orders_outlier_flag
REST000787,Restaurant_787,Bangalore,Bangalore_Locality_8,Qsr (Quick Service),South Indian,14.8,09:00,22:00,1191,4.1,4141,4.4,4551,4.25,1297,Luxury,94,94,52,63,22,18,15,19,214,230,216495,244614,206437,233804,57,43,Zomato Better,AC; Outdoor Seating; Vegan Options; Smoking Area,4,TRUE,TRUE,TRUE,08-03-2017,3355,Normal,Normal,Normal,Normal
REST000788,Restaurant_788,Bangalore,Bangalore_Locality_8,Qsr (Quick Service),Korean; Japanese,2.3,09:00,23:00,3436,4.7,481,4.4,3649,4.55,832,Premium,31,31,29,24,21,21,11,13,311,291,204414,191268,199593,186757,63,37,Swiggy Better,Live Music; Family Friendly; AC; Smoking Area,4,TRUE,FALSE,FALSE,17-02-2021,1913,Normal,Normal,Normal,Normal
REST000789,Restaurant_789,Bangalore,Bangalore_Locality_3,Food Truck,Pan-Asian,13.6,08:00,23:00,1602,3.7,3681,3.6,2810,3.65,1424,Luxury,88,88,54,52,19,17,8,6,108,105,124571,124101,119819,119481,48,52,Swiggy Better,Parking; Live Music; Bar; AC; Outdoor Seating; Rooftop,6,FALSE,FALSE,TRUE,19-09-2022,1334,Normal,Normal,Normal,Normal
REST000790,Restaurant_790,Bangalore,Bangalore_Locality_9,Cafe,Thai; Mediterranean,6.1,12:00,22:00,611,4.3,3684,3.7,1882,4,204,Budget,50,50,43,37,22,22,20,7,167,144,26573,22913,22398,19313,58,42,Swiggy Better,Dine-in; Live Music; Outdoor Seating; Bar; Takeaway,5,TRUE,FALSE,TRUE,16-07-2018,2860,Normal,Normal,Normal,Normal
REST000791,Restaurant_791,Bangalore,Bangalore_Locality_4,Qsr (Quick Service),Pan-Asian,4.4,08:00,22:00,2978,3.8,1957,3.9,414,3.85,1209,Luxury,42,42,37,29,21,19,14,7,240,247,229226,241884,224186,236697,57,43,Zomato Better,Bar; Smoking Area; WiFi; Outdoor Seating; Private Room,5,TRUE,TRUE,FALSE,07-05-2018,2930,Normal,Normal,Normal,Normal
REST000792,Restaurant_792,Bangalore,Bangalore_Locality_18,Cafe,Biryani,12,08:00,22:00,2449,3.8,4045,4.5,349,4.15,1033,Premium,80,80,44,49,23,22,7,23,182,216,144764,174039,137484,165399,56,44,Zomato Better,Takeaway; Parking; Vegan Options; Dine-in; Outdoor Seating,5,FALSE,FALSE,FALSE,03-04-2018,2964,Normal,Normal,Normal,Normal
REST000793,Restaurant_793,Bangalore,Bangalore_Locality_17,Cloud Kitchen,Desserts,5.3,09:00,22:00,2092,4.2,2636,3.6,3591,3.9,1128,Premium,46,46,41,42,25,24,14,15,324,277,274104,237466,266652,231095,55,45,Swiggy Better,Rooftop; Outdoor Seating; Parking; WiFi; Live Music; Smoking Area; Vegan Options,7,TRUE,FALSE,TRUE,24-05-2024,721,Normal,Normal,Normal,Normal
REST000794,Restaurant_794,Bangalore,Bangalore_Locality_4,Casual Dining,Fast Food; North Indian,8.2,12:00,23:00,1474,4.4,2466,4.7,3673,4.55,502,Mid-Range,60,60,38,40,22,21,12,25,237,254,92799,100731,85689,93111,51,49,Zomato Better,Live Music; WiFi; Takeaway; Private Room,4,TRUE,TRUE,TRUE,14-06-2017,3257,Normal,Normal,Normal,Normal
REST000795,Restaurant_795,Bangalore,Bangalore_Locality_6,Food Truck,Lebanese,12.6,07:00,22:00,1846,4,2817,4,441,4,1339,Luxury,83,83,48,52,22,21,10,17,120,120,125330,126937,120350,121957,46,54,Zomato Better,Takeaway; Dine-in; Bar; Smoking Area; Vegan Options; Live Music; Dessert Bar,7,FALSE,TRUE,TRUE,31-03-2020,2236,Normal,Normal,Normal,Normal
REST000796,Restaurant_796,Bangalore,Bangalore_Locality_15,Casual Dining,Fast Food,1.9,08:00,23:00,2454,4.4,3449,3.5,184,3.95,1233,Luxury,30,30,32,33,19,19,23,5,264,210,263664,209733,259704,206583,41,59,Swiggy Better,AC; Private Room; Outdoor Seating; Smoking Area; WiFi; Live Music,6,FALSE,TRUE,FALSE,14-02-2026,90,Normal,Normal,Normal,Normal
REST000797,Restaurant_797,Bangalore,Bangalore_Locality_9,Casual Dining,Street Food,6.6,10:00,22:00,1851,4.4,1694,3.5,1633,3.95,990,Premium,53,53,43,42,19,21,23,9,248,197,198871,154073,192299,148853,52,48,Swiggy Better,Live Music; Bar; Takeaway; AC,4,FALSE,FALSE,FALSE,15-02-2017,3376,Normal,Normal,Normal,Normal
REST000798,Restaurant_798,Bangalore,Bangalore_Locality_15,Fine Dine,Bakery,7.3,11:00,23:00,1620,3.6,269,4.1,3466,3.85,576,Mid-Range,56,56,41,33,18,17,11,12,131,150,61873,71712,58205,67512,43,57,Zomato Better,Parking; Private Room; Smoking Area; Takeaway; Alcohol; Dessert Bar,6,FALSE,TRUE,FALSE,26-04-2025,384,Normal,Normal,Normal,Normal
REST000799,Restaurant_799,Bangalore,Bangalore_Locality_6,Food Truck,Vietnamese,4.8,07:00,22:00,778,3.9,2530,4.3,2194,4.1,697,Mid-Range,44,44,39,37,19,22,8,22,103,114,58150,61977,55884,59469,49,51,Zomato Better,WiFi; Family Friendly; Vegan Options; Dine-in; Outdoor Seating; Parking; Smoking Area,7,FALSE,TRUE,TRUE,16-01-2022,1580,Normal,Normal,Normal,Normal
REST000800,Restaurant_800,Bangalore,Bangalore_Locality_9,Cloud Kitchen,Japanese,10.5,08:00,23:00,738,4,109,3.7,36,3.85,1369,Luxury,72,72,42,50,27,25,9,7,264,244,263833,250527,254329,241743,62,38,Swiggy Better,AC; Bar; WiFi,3,TRUE,FALSE,TRUE,16-07-2017,3225,Normal,Normal,Normal,Normal
REST000801,Restaurant_801,Bangalore,Bangalore_Locality_18,Fine Dine,Korean; Multi-Cuisine,1.6,10:00,22:00,2782,3.7,3373,4.7,778,4.2,751,Premium,30,30,29,34,14,13,5,32,153,194,98816,126753,96521,123843,54,46,Zomato Better,AC; Takeaway; Alcohol; Family Friendly; Dessert Bar; Parking; Smoking Area; WiFi,8,FALSE,FALSE,FALSE,24-10-2024,568,Normal,Normal,Normal,Normal
REST000802,Restaurant_802,Bangalore,Bangalore_Locality_3,Casual Dining,Mediterranean,5.8,12:00,22:00,1246,3.3,4998,3.9,4689,3.6,218,Budget,49,49,39,35,21,20,6,5,173,205,29794,35752,25555,30729,47,53,Zomato Better,WiFi; Parking; Dine-in; Bar; Family Friendly; Alcohol; AC,7,TRUE,FALSE,FALSE,22-08-2023,997,Normal,Normal,Normal,Normal
REST000803,Restaurant_803,Bangalore,Bangalore_Locality_2,Cloud Kitchen,Mexican,3.8,10:00,23:00,1045,4.5,2022,3.7,1740,4.1,205,Budget,39,39,26,36,22,24,23,13,308,253,49249,39417,43243,34483,68,32,Swiggy Better,Outdoor Seating; Bar; Smoking Area; AC,4,FALSE,FALSE,FALSE,05-11-2019,2383,Normal,Normal,Normal,Normal
REST000804,Restaurant_804,Bangalore,Bangalore_Locality_17,Fine Dine,Vietnamese,7.1,11:00,23:00,2680,3.8,2709,4.4,4907,4.1,245,Budget,55,55,32,44,13,16,7,25,155,180,33038,37044,28775,32094,49,51,Zomato Better,Dine-in; Bar; Parking; Dessert Bar; Rooftop; Smoking Area,6,FALSE,TRUE,TRUE,23-09-2024,599,Normal,Normal,Normal,Normal
REST000805,Restaurant_805,Bangalore,Bangalore_Locality_18,Cafe,Street Food,6.6,07:00,23:00,2897,3.8,3345,3.6,3211,3.7,571,Mid-Range,53,53,38,39,22,20,15,5,191,181,85067,82680,80006,77884,46,54,Swiggy Better,Live Music; Rooftop; Vegan Options; Private Room; Outdoor Seating; Alcohol,6,TRUE,TRUE,TRUE,14-10-2020,2039,Normal,Normal,Normal,Normal
REST000806,Restaurant_806,Bangalore,Bangalore_Locality_11,Food Truck,Continental,14.5,08:00,22:00,3181,3.6,59,4.1,4383,3.85,1016,Premium,92,92,55,50,19,19,5,16,124,141,102047,116037,96343,109551,50,50,Zomato Better,Bar; Vegan Options; Alcohol; Dessert Bar; Smoking Area; Live Music; Takeaway; Private Room,8,FALSE,FALSE,TRUE,01-08-2018,2844,Normal,Normal,Normal,Normal
REST000807,Restaurant_807,Bangalore,Bangalore_Locality_19,Fine Dine,Seafood,9.4,10:00,22:00,1744,4.5,530,4,2795,4.25,1253,Luxury,67,67,43,43,16,13,28,17,167,148,175770,161336,170176,156378,44,56,Swiggy Better,Smoking Area; Alcohol; Bar; WiFi; Dessert Bar; Live Music; Dine-in,7,TRUE,TRUE,TRUE,23-01-2021,1938,Normal,Normal,Normal,Normal
REST000808,Restaurant_808,Bangalore,Bangalore_Locality_1,Cloud Kitchen,Multi-Cuisine,6.1,12:00,23:00,1573,3.7,2825,3.5,4332,3.6,1337,Luxury,50,50,42,30,23,26,9,14,269,255,276932,252291,270207,245916,73,27,Swiggy Better,Dessert Bar; Outdoor Seating; Smoking Area; Alcohol; Takeaway; Parking; Dine-in; Live Music,8,FALSE,TRUE,FALSE,02-01-2025,498,Normal,Normal,Normal,Normal
REST000809,Restaurant_809,Bangalore,Bangalore_Locality_10,Fine Dine,Vietnamese; Mexican,1.1,07:00,22:00,3633,4.6,267,4.1,4250,4.35,1461,Luxury,30,30,37,19,13,13,15,23,206,184,261840,233876,258750,231116,41,59,Swiggy Better,Outdoor Seating; Dessert Bar; Rooftop; WiFi; Bar; Alcohol; Parking,7,TRUE,TRUE,TRUE,26-02-2021,1904,Normal,Normal,Normal,Normal
REST000810,Restaurant_810,Bangalore,Bangalore_Locality_19,Food Truck,Thai; Mughlai,3.2,10:00,23:00,2679,4.4,27,4.2,3475,4.3,1363,Luxury,36,36,28,24,19,18,12,22,144,137,158980,153119,156388,150653,63,37,Swiggy Better,Outdoor Seating; Dine-in; Alcohol; Private Room; Rooftop; Smoking Area,6,TRUE,TRUE,TRUE,13-04-2019,2589,Normal,Normal,Normal,Normal
REST000811,Restaurant_811,Bangalore,Bangalore_Locality_14,Cloud Kitchen,South Indian; Fast Food,3.3,09:00,23:00,3644,4,4883,4.4,3135,4.2,1440,Luxury,36,36,27,25,25,27,25,10,359,395,387720,415224,381258,408114,62,38,Zomato Better,Outdoor Seating; Dine-in; Bar,3,FALSE,TRUE,TRUE,11-12-2022,1251,Outlier,Outlier,Normal,Outlier
REST000812,Restaurant_812,Bangalore,Bangalore_Locality_20,Cafe,Pan-Asian,0.8,08:00,22:00,398,3.7,1506,4.1,4526,3.9,695,Mid-Range,30,30,21,24,21,18,11,24,140,155,76867,88334,74767,86009,61,39,Zomato Better,Outdoor Seating; Rooftop; WiFi,3,TRUE,FALSE,TRUE,20-09-2022,1333,Normal,Normal,Normal,Normal
REST000813,Restaurant_813,Bangalore,Bangalore_Locality_12,Cafe,Seafood,3.7,10:00,23:00,3159,3.8,4374,4,3611,3.9,902,Premium,38,38,33,28,18,19,9,14,195,206,144229,150507,140524,146593,45,55,Zomato Better,Parking; Private Room; Bar,3,FALSE,FALSE,FALSE,02-07-2023,1048,Normal,Normal,Normal,Normal
REST000814,Restaurant_814,Bangalore,Bangalore_Locality_7,Qsr (Quick Service),Mediterranean,14.4,10:00,22:00,975,3.5,4960,4.5,4343,4,985,Premium,92,92,53,55,19,22,15,25,178,229,142017,175940,133829,165406,52,48,Zomato Better,Bar; Dine-in; WiFi; Outdoor Seating,4,FALSE,TRUE,FALSE,05-06-2024,709,Normal,Normal,Normal,Normal
REST000815,Restaurant_815,Bangalore,Bangalore_Locality_13,Food Truck,Vietnamese,6.5,10:00,23:00,327,4.4,3098,4.8,4843,4.6,1380,Luxury,52,52,36,35,21,23,17,26,110,120,119922,127512,117062,124392,63,37,Zomato Better,Rooftop; Alcohol; Bar; Family Friendly; AC,5,FALSE,FALSE,TRUE,25-03-2021,1877,Normal,Normal,Normal,Normal
REST000816,Restaurant_816,Bangalore,Bangalore_Locality_4,Qsr (Quick Service),Mexican,4.1,08:00,22:00,2181,3.2,2070,3.9,4990,3.55,655,Mid-Range,40,40,35,35,18,22,6,7,187,227,100437,115974,96697,111434,56,44,Zomato Better,AC; Dine-in; Private Room; Rooftop,4,TRUE,FALSE,TRUE,14-12-2022,1248,Normal,Normal,Normal,Normal
REST000817,Restaurant_817,Bangalore,Bangalore_Locality_5,Cafe,Biryani; Mediterranean,12.7,12:00,22:00,2997,4.3,1868,3.9,286,4.1,732,Premium,83,83,49,44,18,18,25,10,218,198,130852,118847,121805,110630,49,51,Swiggy Better,Smoking Area; Dessert Bar; Alcohol; Family Friendly,4,TRUE,TRUE,FALSE,28-08-2019,2452,Normal,Normal,Normal,Normal
REST000818,Restaurant_818,Bangalore,Bangalore_Locality_10,Cafe,Mughlai; Mediterranean,2.8,12:00,22:00,3249,4,1249,4.1,465,4.05,1212,Luxury,33,33,32,34,20,20,23,23,208,213,201676,206524,198244,203010,50,50,Zomato Better,Rooftop; Takeaway; Vegan Options; WiFi; Alcohol; Smoking Area; AC,7,TRUE,TRUE,FALSE,04-01-2019,2688,Normal,Normal,Normal,Normal
REST000819,Restaurant_819,Bangalore,Bangalore_Locality_1,Cloud Kitchen,Japanese,1.7,09:00,22:00,2728,4,3356,4,3360,4,355,Mid-Range,30,30,33,26,25,27,19,10,329,329,87596,85260,82661,80325,62,38,Swiggy Better,Live Music; Rooftop; WiFi; Family Friendly; Private Room,5,TRUE,TRUE,TRUE,21-09-2022,1332,Normal,Normal,Normal,Normal
REST000820,Restaurant_820,Bangalore,Bangalore_Locality_20,Fine Dine,Biryani,5.1,07:00,22:00,1687,4.4,1619,4.1,1399,4.25,300,Budget,45,45,21,35,15,17,15,11,162,151,41310,37599,37665,34201,41,59,Swiggy Better,Bar; Parking; Vegan Options; Smoking Area,4,TRUE,TRUE,FALSE,03-07-2020,2142,Normal,Normal,Normal,Normal
REST000821,Restaurant_821,Bangalore,Bangalore_Locality_7,Casual Dining,Bakery,4.8,09:00,23:00,783,3.9,4515,4.4,4998,4.15,150,Budget,44,44,35,28,21,20,7,17,194,219,22989,26280,18721,21462,40,60,Zomato Better,Takeaway; Dine-in; Bar; Family Friendly; AC,5,FALSE,TRUE,TRUE,27-07-2017,3214,Normal,Normal,Normal,Normal
REST000822,Restaurant_822,Bangalore,Bangalore_Locality_18,Cloud Kitchen,Lebanese,12.9,07:00,23:00,1493,3.7,1373,3,4419,3.35,1364,Luxury,84,84,48,54,28,22,6,13,267,216,262215,229806,251001,220734,63,37,Swiggy Better,Alcohol; Dine-in; Parking; Rooftop; Smoking Area,5,TRUE,TRUE,FALSE,09-09-2022,1344,Normal,Normal,Normal,Normal
REST000823,Restaurant_823,Bangalore,Bangalore_Locality_13,Qsr (Quick Service),Desserts; Vietnamese,10.2,11:00,22:00,1049,4.1,4039,3.9,3883,4,155,Budget,71,71,46,45,22,17,19,10,211,200,25509,25730,18019,18630,50,50,Zomato Better,Takeaway; Alcohol; WiFi; Dine-in; Live Music,5,TRUE,TRUE,TRUE,17-05-2025,363,Normal,Normal,Normal,Normal
REST000824,Restaurant_824,Bangalore,Bangalore_Locality_13,Cafe,Bakery,11.6,12:00,22:00,3172,4,4466,4.4,4553,4.2,967,Premium,78,78,46,44,21,21,10,14,206,227,157369,173412,149335,164559,64,36,Zomato Better,Parking; Outdoor Seating; Vegan Options; Bar; Smoking Area; Takeaway,6,FALSE,FALSE,FALSE,12-07-2018,2864,Normal,Normal,Normal,Normal
REST000825,Restaurant_825,Bangalore,Bangalore_Locality_7,Cafe,Vietnamese,11,12:00,23:00,1433,4.1,1565,4.1,4965,4.1,1109,Premium,75,75,43,56,20,17,23,25,176,176,156147,162002,149547,155402,55,45,Zomato Better,Alcohol; Bar; Vegan Options,3,FALSE,TRUE,TRUE,07-08-2019,2473,Normal,Normal,Normal,Normal
REST000826,Restaurant_826,Bangalore,Bangalore_Locality_20,Fine Dine,Biryani; Vietnamese,1.8,12:00,23:00,3466,4.1,1645,3.9,1199,4,948,Premium,30,30,26,30,15,15,20,7,181,172,145849,138597,143134,136017,48,52,Swiggy Better,Live Music; Outdoor Seating; Dessert Bar; Takeaway; Bar; Vegan Options,6,FALSE,TRUE,FALSE,23-12-2022,1239,Normal,Normal,Normal,Normal
REST000827,Restaurant_827,Bangalore,Bangalore_Locality_1,Cafe,Biryani; Continental,5,10:00,22:00,2490,3,2986,4.1,2291,3.55,756,Premium,45,45,27,35,22,21,15,14,144,197,84913,117656,81673,113223,61,39,Zomato Better,Smoking Area; Live Music; Takeaway; Family Friendly; Rooftop; WiFi; AC; Dessert Bar,8,FALSE,TRUE,FALSE,28-10-2019,2391,Normal,Normal,Normal,Normal
REST000828,Restaurant_828,Bangalore,Bangalore_Locality_5,Cloud Kitchen,Multi-Cuisine; Mexican,13.2,08:00,23:00,766,3.8,32,3.5,2986,3.65,625,Mid-Range,86,86,54,50,26,24,7,10,251,232,116087,110200,105294,100224,63,37,Swiggy Better,Private Room; Alcohol; Family Friendly; Dine-in; Live Music; AC,6,FALSE,TRUE,TRUE,31-07-2022,1384,Normal,Normal,Normal,Normal
REST000829,Restaurant_829,Bangalore,Bangalore_Locality_13,Cloud Kitchen,Cafe,4,07:00,23:00,3426,4.6,728,4.2,3523,4.4,694,Mid-Range,40,40,36,27,22,23,21,13,405,370,219234,197720,211134,190320,67,33,Swiggy Better,Dine-in; Rooftop; Bar; Live Music,4,TRUE,TRUE,TRUE,13-03-2022,1524,Normal,Normal,Outlier,Normal
REST000830,Restaurant_830,Bangalore,Bangalore_Locality_6,Fine Dine,Vietnamese,10.5,10:00,23:00,3173,3.4,3013,3.7,1904,3.55,379,Mid-Range,72,72,37,41,12,16,13,11,146,159,48693,50619,43437,44895,55,45,Zomato Better,Outdoor Seating; Private Room; Family Friendly,3,FALSE,FALSE,FALSE,23-12-2022,1239,Normal,Normal,Normal,Normal
REST000831,Restaurant_831,Bangalore,Bangalore_Locality_5,Qsr (Quick Service),Desserts; Korean,1.1,12:00,23:00,1200,3.7,1854,3.1,4219,3.4,335,Mid-Range,30,30,27,27,21,21,10,15,193,162,51077,42873,48182,40443,56,44,Swiggy Better,Alcohol; Live Music; WiFi; Rooftop; Parking,5,FALSE,FALSE,TRUE,12-07-2024,672,Normal,Normal,Normal,Normal
REST000832,Restaurant_832,Bangalore,Bangalore_Locality_4,Food Truck,Biryani,7.7,07:00,23:00,2057,3.9,1932,3.6,3355,3.75,360,Mid-Range,58,58,43,31,20,20,9,12,119,110,34272,31680,30821,28490,51,49,Swiggy Better,Outdoor Seating; Rooftop; AC; Private Room; Dine-in; Smoking Area; Live Music; Parking,8,TRUE,FALSE,FALSE,20-08-2020,2094,Normal,Normal,Normal,Normal
REST000833,Restaurant_833,Bangalore,Bangalore_Locality_7,Fine Dine,Chinese,10.4,10:00,22:00,307,3.8,748,3.5,3476,3.65,1167,Premium,72,72,47,41,15,15,10,7,118,109,117050,108122,112802,104198,41,59,Swiggy Better,WiFi; Smoking Area; Takeaway; Live Music,4,TRUE,FALSE,FALSE,03-11-2022,1289,Normal,Normal,Normal,Normal
REST000834,Restaurant_834,Bangalore,Bangalore_Locality_13,Food Truck,Desserts,14.5,12:00,23:00,3027,4.1,2630,4.6,3840,4.35,1345,Luxury,92,92,61,56,23,17,22,33,139,156,143955,174150,137561,166974,47,53,Zomato Better,Smoking Area; WiFi; Bar; AC; Vegan Options; Live Music; Rooftop; Parking,8,FALSE,TRUE,TRUE,29-01-2020,2298,Normal,Normal,Normal,Normal
REST000835,Restaurant_835,Bangalore,Bangalore_Locality_9,Casual Dining,Mughlai; Multi-Cuisine,9.6,10:00,23:00,2321,4,3849,4,412,4,530,Mid-Range,68,68,59,41,22,22,12,18,237,237,97975,97975,89917,89917,50,50,Balanced,Private Room; Dine-in; Rooftop; Dessert Bar,4,TRUE,TRUE,TRUE,13-06-2024,701,Normal,Normal,Normal,Normal
REST000836,Restaurant_836,Bangalore,Bangalore_Locality_8,Food Truck,Pan-Asian,3.6,08:00,23:00,3512,4.1,1733,4.6,4642,4.35,979,Premium,38,38,31,33,23,19,15,32,145,163,109305,129257,106550,126160,62,38,Zomato Better,AC; Vegan Options; Private Room; Dessert Bar; Outdoor Seating; WiFi,6,TRUE,FALSE,TRUE,23-12-2020,1969,Normal,Normal,Normal,Normal
REST000837,Restaurant_837,Bangalore,Bangalore_Locality_18,Food Truck,Fast Food,13.1,08:00,22:00,2699,4.4,187,4.5,4722,4.45,342,Mid-Range,85,85,51,66,21,18,7,36,144,147,38905,41224,32785,34977,46,54,Zomato Better,WiFi; Outdoor Seating; Live Music; Smoking Area; Family Friendly,5,TRUE,TRUE,TRUE,21-06-2019,2520,Normal,Normal,Normal,Normal
REST000838,Restaurant_838,Bangalore,Bangalore_Locality_11,Cafe,Multi-Cuisine,13,09:00,23:00,1374,4.3,3635,4.3,2660,4.3,1043,Premium,85,85,44,48,20,18,10,10,183,183,152695,156512,144917,148735,46,54,Zomato Better,Private Room; AC; Rooftop; WiFi; Live Music; Dessert Bar; Outdoor Seating; Alcohol,8,FALSE,TRUE,FALSE,06-11-2024,555,Normal,Normal,Normal,Normal
REST000839,Restaurant_839,Bangalore,Bangalore_Locality_7,Cloud Kitchen,Street Food,14.1,12:00,22:00,1726,4.4,2457,3.9,3926,4.15,207,Budget,90,90,58,50,24,23,11,10,326,289,51286,46063,36616,33058,59,41,Swiggy Better,Parking; Outdoor Seating; Vegan Options; Alcohol; WiFi; Private Room; Dessert Bar,7,TRUE,TRUE,FALSE,09-02-2019,2652,Normal,Normal,Normal,Normal
REST000840,Restaurant_840,Bangalore,Bangalore_Locality_16,Cafe,Seafood; Continental,4.4,12:00,23:00,2796,3.3,4157,4.1,1378,3.7,1026,Premium,42,42,31,34,17,23,7,10,164,204,139659,161164,136215,156880,56,44,Zomato Better,Live Music; Bar; AC,3,TRUE,FALSE,FALSE,05-03-2019,2628,Normal,Normal,Normal,Normal
REST000841,Restaurant_841,Bangalore,Bangalore_Locality_19,Qsr (Quick Service),Mexican; Seafood,7,11:00,23:00,1320,3.8,4292,3.8,1792,3.8,1352,Luxury,55,55,36,32,20,20,9,14,201,201,217401,217401,211874,211874,55,45,Balanced,WiFi; Vegan Options; Bar,3,FALSE,TRUE,FALSE,06-09-2019,2443,Normal,Normal,Normal,Normal
REST000842,Restaurant_842,Bangalore,Bangalore_Locality_7,Qsr (Quick Service),North Indian; Vietnamese,2.6,10:00,23:00,1737,4,1832,4.2,4847,4.1,676,Mid-Range,33,33,32,28,21,21,12,13,222,233,118556,124431,114893,120586,47,53,Zomato Better,Vegan Options; WiFi; Alcohol; Parking; Live Music,5,FALSE,TRUE,TRUE,30-03-2026,46,Normal,Normal,Normal,Normal
REST000843,Restaurant_843,Bangalore,Bangalore_Locality_6,Casual Dining,Biryani,2.5,11:00,23:00,820,4.3,1333,3.9,2803,4.1,964,Premium,32,32,28,21,17,20,14,7,215,195,172025,150384,168585,147264,50,50,Swiggy Better,Family Friendly; Alcohol; Dessert Bar; Private Room,4,FALSE,TRUE,FALSE,04-08-2022,1380,Normal,Normal,Normal,Normal
REST000844,Restaurant_844,Bangalore,Bangalore_Locality_13,Fine Dine,Mediterranean,10.6,08:00,23:00,3025,3.7,2516,3.8,3840,3.75,1327,Luxury,73,73,35,38,14,17,10,13,156,161,178030,177327,172336,171450,55,45,Swiggy Better,Dessert Bar; Family Friendly; Vegan Options; WiFi; Rooftop; AC,6,TRUE,TRUE,FALSE,31-03-2026,45,Normal,Normal,Normal,Normal
REST000845,Restaurant_845,Bangalore,Bangalore_Locality_4,Casual Dining,Bakery,1.2,07:00,22:00,2254,3.7,1094,4.2,70,3.95,352,Mid-Range,30,30,23,29,20,20,9,10,217,247,61107,69555,57852,65850,45,55,Zomato Better,Dessert Bar; Alcohol; AC; Parking; Bar; Smoking Area,6,FALSE,FALSE,TRUE,02-03-2025,439,Normal,Normal,Normal,Normal
REST000846,Restaurant_846,Bangalore,Bangalore_Locality_1,Qsr (Quick Service),Multi-Cuisine,0.6,11:00,23:00,1612,3.6,3409,4.6,4359,4.1,421,Mid-Range,30,30,25,27,19,19,6,24,197,252,67178,85934,64223,82154,46,54,Zomato Better,Smoking Area; WiFi; Private Room; Rooftop,4,TRUE,FALSE,TRUE,20-12-2022,1242,Normal,Normal,Normal,Normal
REST000847,Restaurant_847,Bangalore,Bangalore_Locality_14,Casual Dining,Bakery,13.7,07:00,22:00,1774,4.4,353,3.4,530,3.9,1076,Premium,88,88,56,52,22,19,18,7,246,190,206462,165596,195638,157236,43,57,Swiggy Better,Alcohol; Dessert Bar; AC; Dine-in,4,TRUE,TRUE,FALSE,07-05-2017,3295,Normal,Normal,Normal,Normal
REST000848,Restaurant_848,Bangalore,Bangalore_Locality_18,Cafe,South Indian,3.7,09:00,22:00,2523,4.1,109,4.6,4793,4.35,1037,Premium,38,38,26,25,20,22,14,35,198,222,164260,179566,160498,175348,55,45,Zomato Better,Private Room; WiFi; Parking; Outdoor Seating,4,FALSE,TRUE,FALSE,08-12-2023,889,Normal,Normal,Normal,Normal
REST000849,Restaurant_849,Bangalore,Bangalore_Locality_1,Cloud Kitchen,Vietnamese,4.8,10:00,22:00,203,3.6,4041,4.5,2460,4.05,1193,Premium,44,44,35,34,26,28,14,28,222,277,195986,237931,191102,231837,61,39,Zomato Better,Dine-in; Parking; Vegan Options; Dessert Bar; Alcohol; Smoking Area; Outdoor Seating; AC,8,TRUE,TRUE,FALSE,31-03-2018,2967,Normal,Normal,Normal,Normal
REST000850,Restaurant_850,Bangalore,Bangalore_Locality_8,Qsr (Quick Service),Continental; South Indian,14.6,11:00,22:00,1479,3.8,153,4.3,3849,4.05,541,Mid-Range,93,93,55,51,20,20,12,25,205,232,88724,100409,79191,89621,50,50,Zomato Better,Alcohol; AC; Family Friendly; Parking; Vegan Options,5,FALSE,TRUE,FALSE,05-12-2018,2718,Normal,Normal,Normal,Normal
REST000851,Restaurant_851,Bangalore,Bangalore_Locality_17,Fine Dine,Thai; Desserts,11,07:00,22:00,855,4.2,4269,3.7,3257,3.95,1203,Luxury,75,75,48,43,13,16,17,7,140,124,146525,125304,141275,120654,49,51,Swiggy Better,Dine-in; Bar; Dessert Bar; Parking; Alcohol; AC,6,FALSE,TRUE,FALSE,19-02-2021,1911,Normal,Normal,Normal,Normal
REST000852,Restaurant_852,Bangalore,Bangalore_Locality_4,Cloud Kitchen,Seafood; Bakery,12.8,08:00,22:00,1846,3.8,4846,4.2,1760,4,1495,Luxury,84,84,61,48,23,27,6,24,285,315,328077,343775,316107,330545,57,43,Zomato Better,Alcohol; Outdoor Seating; WiFi; Private Room; AC; Parking; Vegan Options,7,FALSE,FALSE,TRUE,21-04-2019,2581,Normal,Outlier,Normal,Normal
